order_id,order_date,country_id,category_id,amount
21724,2019-03-21,31,3,4298.00
21725,2019-03-21,21,3,2738.00
21726,2019-03-21,42,4,3614.00
21727,2019-03-21,51,1,442.00
21728,2019-03-21,25,5,4718.00
21729,2019-03-21,34,2,2713.00
21730,2019-03-21,12,1,7984.00
21731,2019-03-21,16,5,4846.00
21732,2019-03-21,33,2,3087.00
21733,2019-03-21,39,5,1867.00
21734,2019-03-21,16,4,1727.00
21735,2019-03-21,44,1,232.00
21736,2019-03-21,24,1,5359.00
21737,2019-03-21,32,2,7380.00
21738,2019-03-21,38,4,6913.00
21739,2019-03-21,55,4,5442.00
21740,2019-03-21,3,5,2402.00
21741,2019-03-21,56,3,6681.00
21742,2019-03-21,27,3,3151.00
21743,2019-03-21,31,1,2341.00
21744,2019-03-21,47,1,596.00
21745,2019-03-21,44,5,5852.00
21746,2019-03-21,30,1,4469.00
21747,2019-03-21,17,3,7931.00
21748,2019-03-21,20,3,7446.00
21749,2019-03-21,32,5,4001.00
21750,2019-03-21,50,1,4182.00
21751,2019-03-21,33,1,4614.00
21752,2019-03-21,10,4,5746.00
21753,2019-03-21,40,1,2105.00
21754,2019-03-21,41,2,3233.00
21755,2019-03-21,15,4,7398.00
21756,2019-03-21,52,2,1818.00
21757,2019-03-21,32,1,3138.00
21758,2019-03-21,35,2,4683.00
21759,2019-03-21,9,5,4987.00
21760,2019-03-21,35,4,4471.00
21761,2019-03-21,53,4,3496.00
21762,2019-03-21,43,5,6663.00
21763,2019-03-21,26,5,3727.00
21764,2019-03-21,2,4,4812.00
21765,2019-03-21,52,3,3014.00
21766,2019-03-21,44,3,7206.00
21767,2019-03-21,44,4,5831.00
21768,2019-03-21,29,2,7443.00
21769,2019-03-21,6,1,7836.00
21770,2019-03-21,49,3,630.00
21771,2019-03-21,33,3,6142.00
21772,2019-03-21,6,2,7577.00
21773,2019-03-21,13,1,3213.00
21774,2019-03-21,40,4,1024.00
21775,2019-03-21,27,5,3257.00
21776,2019-03-21,20,4,3236.00
21777,2019-03-21,39,3,2189.00
21778,2019-03-21,14,5,4164.00
21779,2019-03-21,37,5,3762.00
21780,2019-03-21,46,2,5030.00
21781,2019-03-21,28,3,2784.00
21782,2019-03-21,22,2,6073.00
21783,2019-03-21,47,4,2434.00
21784,2019-03-21,28,2,2603.00
21785,2019-03-21,55,2,2951.00
21786,2019-03-21,23,1,7934.00
21787,2019-03-21,15,3,4563.00
21788,2019-03-21,25,4,5751.00
21789,2019-03-21,31,5,1702.00
21790,2019-03-21,9,3,2608.00
21791,2019-03-21,5,5,609.00
21792,2019-03-21,25,1,4406.00
21793,2019-03-21,54,5,1463.00
21794,2019-03-21,29,5,6594.00
21795,2019-03-21,50,4,5864.00
21796,2019-03-21,8,1,4582.00
21797,2019-03-21,18,1,6732.00
21798,2019-03-21,43,3,4227.00
21799,2019-03-21,39,2,6582.00
21800,2019-03-21,49,5,90.00
21801,2019-03-21,52,5,3360.00
21802,2019-03-21,19,2,5980.00
21803,2019-03-21,8,4,4328.00
21804,2019-03-21,4,1,3961.00
21805,2019-03-21,8,5,6126.00
21806,2019-03-21,48,2,6286.00
21807,2019-03-21,15,2,3451.00
21808,2019-03-21,18,5,214.00
21809,2019-03-21,3,1,484.00
21810,2019-03-21,47,5,1473.00
21811,2019-03-21,4,5,6593.00
21812,2019-03-21,50,2,3183.00
21813,2019-03-21,36,4,5807.00
21814,2019-03-21,21,4,1673.00
21815,2019-03-21,24,2,2933.00
21816,2019-03-21,26,4,5011.00
21817,2019-03-21,48,5,7262.00
21818,2019-03-21,34,1,4734.00
21819,2019-03-21,48,4,4487.00
21820,2019-03-21,54,2,2474.00
21821,2019-03-21,9,4,4433.00
21822,2019-03-21,54,4,5622.00
21823,2019-03-21,51,5,6928.00
21824,2019-03-21,2,2,3648.00
21825,2019-03-21,7,1,5791.00
21826,2019-03-21,44,2,1904.00
21827,2019-03-21,2,5,6742.00
21828,2019-03-21,10,3,3262.00
21829,2019-03-21,52,1,1227.00
21830,2019-03-21,35,3,34.00
21831,2019-03-21,23,3,2777.00
21832,2019-03-21,1,3,2169.00
21833,2019-03-21,28,1,2215.00
21834,2019-03-21,52,4,6226.00
21835,2019-03-21,17,1,7780.00
21836,2019-03-21,23,5,2511.00
21837,2019-03-21,29,1,3511.00
21838,2019-03-21,26,3,6975.00
21839,2019-03-21,50,3,4219.00
21840,2019-03-21,43,1,1024.00
21841,2019-03-21,9,2,5460.00
21842,2019-03-21,12,4,900.00
21843,2019-03-21,6,4,4391.00
21844,2019-03-21,55,1,2808.00
21845,2019-03-21,8,2,6496.00
21846,2019-03-21,41,3,4658.00
21847,2019-03-21,18,2,1657.00
21848,2019-03-21,14,2,5656.00
21849,2019-03-21,1,5,4250.00
21850,2019-03-21,36,2,7627.00
21851,2019-03-21,46,4,3525.00
21852,2019-03-21,49,2,6516.00
21853,2019-03-21,7,4,5125.00
21854,2019-03-21,37,4,2844.00
21855,2019-03-21,35,5,4206.00
21856,2019-03-21,13,5,3501.00
21857,2019-03-21,30,3,943.00
21858,2019-03-21,1,1,6048.00
21859,2019-03-21,12,2,7554.00
21860,2019-03-21,27,4,707.00
21861,2019-03-21,7,3,1634.00
21862,2019-03-21,34,4,7704.00
21863,2019-03-21,55,3,554.00
21864,2019-03-21,21,5,2721.00
21865,2019-03-21,37,2,6255.00
21866,2019-03-21,7,2,7065.00
21867,2019-03-21,11,3,5859.00
21868,2019-03-21,18,3,6174.00
21869,2019-03-21,41,4,6369.00
21870,2019-03-21,36,1,5254.00
21871,2019-03-21,15,5,5582.00
21872,2019-03-21,31,4,5656.00
21873,2019-03-21,46,5,6581.00
21874,2019-03-21,43,4,6808.00
21875,2019-03-21,22,3,6671.00
21876,2019-03-21,24,4,6087.00
21877,2019-03-21,53,5,4269.00
21878,2019-03-21,19,1,5548.00
21879,2019-03-21,31,2,3909.00
21880,2019-03-21,39,4,4385.00
21881,2019-03-21,45,2,809.00
21882,2019-03-21,21,2,1823.00
21883,2019-03-21,56,4,7343.00
21884,2019-03-21,10,2,4075.00
21885,2019-03-21,5,2,6290.00
21886,2019-03-21,51,3,3393.00
21887,2019-03-21,42,5,5816.00
21888,2019-03-21,20,1,1562.00
21889,2019-03-21,46,1,7814.00
21890,2019-03-21,38,2,5073.00
21891,2019-03-21,13,2,2797.00
21892,2019-03-21,20,2,6149.00
21893,2019-03-21,17,5,7988.00
21894,2019-03-21,28,5,7338.00
21895,2019-03-21,16,1,6375.00
21896,2019-03-21,56,1,2200.00
21897,2019-03-21,2,1,6437.00
21898,2019-03-21,56,5,5813.00
21899,2019-03-21,50,5,5034.00
21900,2019-03-21,35,1,665.00
21901,2019-03-21,14,1,6419.00
21902,2019-03-21,5,4,173.00
21903,2019-03-21,1,4,2133.00
21904,2019-03-21,6,5,3216.00
21905,2019-03-21,45,1,1063.00
21906,2019-03-22,46,3,7622.00
21907,2019-03-22,32,2,5085.00
21908,2019-03-22,48,1,6227.00
21909,2019-03-22,15,5,3027.00
21910,2019-03-22,56,3,3072.00
21911,2019-03-22,48,5,3647.00
21912,2019-03-22,1,1,5928.00
21913,2019-03-22,36,1,7023.00
21914,2019-03-22,16,2,655.00
21915,2019-03-22,43,4,2768.00
21916,2019-03-22,34,2,2661.00
21917,2019-03-22,45,5,5841.00
21918,2019-03-22,9,1,6764.00
21919,2019-03-22,56,1,7487.00
21920,2019-03-22,56,5,1222.00
21921,2019-03-22,38,3,6129.00
21922,2019-03-22,11,5,4755.00
21923,2019-03-22,34,3,4646.00
21924,2019-03-22,6,2,95.00
21925,2019-03-22,5,5,6510.00
21926,2019-03-22,48,3,6432.00
21927,2019-03-22,39,3,4142.00
21928,2019-03-22,45,2,1025.00
21929,2019-03-22,6,3,7022.00
21930,2019-03-22,42,3,6537.00
21931,2019-03-22,5,2,6876.00
21932,2019-03-22,49,4,5563.00
21933,2019-03-22,22,2,1540.00
21934,2019-03-22,10,4,2376.00
21935,2019-03-22,33,1,1256.00
21936,2019-03-22,34,4,5057.00
21937,2019-03-22,49,5,3794.00
21938,2019-03-22,39,2,443.00
21939,2019-03-22,26,5,736.00
21940,2019-03-22,53,4,3432.00
21941,2019-03-22,35,4,2488.00
21942,2019-03-22,56,4,5296.00
21943,2019-03-22,14,3,5181.00
21944,2019-03-22,25,3,3038.00
21945,2019-03-22,6,1,1296.00
21946,2019-03-22,56,2,2200.00
21947,2019-03-22,50,1,3134.00
21948,2019-03-22,30,1,4658.00
21949,2019-03-22,21,3,5920.00
21950,2019-03-22,32,1,444.00
21951,2019-03-22,32,4,4457.00
21952,2019-03-22,40,4,1660.00
21953,2019-03-22,37,2,6020.00
21954,2019-03-22,14,1,4690.00
21955,2019-03-22,46,1,3910.00
21956,2019-03-22,5,1,5134.00
21957,2019-03-22,44,1,276.00
21958,2019-03-22,21,1,1933.00
21959,2019-03-22,8,2,5598.00
21960,2019-03-22,54,4,85.00
21961,2019-03-22,31,1,4863.00
21962,2019-03-22,37,4,4879.00
21963,2019-03-22,20,2,5992.00
21964,2019-03-22,9,3,6300.00
21965,2019-03-22,32,5,4428.00
21966,2019-03-22,44,2,2310.00
21967,2019-03-22,24,4,744.00
21968,2019-03-22,6,5,4233.00
21969,2019-03-22,2,3,251.00
21970,2019-03-22,40,2,4772.00
21971,2019-03-22,26,3,2544.00
21972,2019-03-22,55,2,5046.00
21973,2019-03-22,28,1,461.00
21974,2019-03-22,25,4,3155.00
21975,2019-03-22,19,5,5046.00
21976,2019-03-22,19,2,3513.00
21977,2019-03-22,20,3,585.00
21978,2019-03-22,53,1,5769.00
21979,2019-03-22,28,2,592.00
21980,2019-03-22,46,2,5055.00
21981,2019-03-22,2,2,3560.00
21982,2019-03-22,6,4,7491.00
21983,2019-03-22,10,3,7974.00
21984,2019-03-22,45,3,7861.00
21985,2019-03-22,27,5,3454.00
21986,2019-03-22,40,5,2805.00
21987,2019-03-22,45,1,5111.00
21988,2019-03-22,53,3,5672.00
21989,2019-03-22,20,1,3431.00
21990,2019-03-22,52,1,4704.00
21991,2019-03-22,1,3,1109.00
21992,2019-03-22,18,1,447.00
21993,2019-03-22,4,3,4043.00
21994,2019-03-22,38,5,7959.00
21995,2019-03-22,30,5,4903.00
21996,2019-03-22,47,5,669.00
21997,2019-03-22,8,5,2237.00
21998,2019-03-22,9,5,6812.00
21999,2019-03-22,23,5,5094.00
22000,2019-03-22,24,1,4262.00
22001,2019-03-22,13,5,5321.00
22002,2019-03-22,10,2,4467.00
22003,2019-03-22,50,5,5095.00
22004,2019-03-22,11,4,3064.00
22005,2019-03-22,9,4,1465.00
22006,2019-03-22,36,2,1095.00
22007,2019-03-22,41,3,2186.00
22008,2019-03-22,7,4,3210.00
22009,2019-03-22,30,2,2228.00
22010,2019-03-22,41,2,2130.00
22011,2019-03-22,55,4,5724.00
22012,2019-03-22,5,4,360.00
22013,2019-03-22,3,3,5901.00
22014,2019-03-22,28,5,7372.00
22015,2019-03-22,3,1,2615.00
22016,2019-03-22,35,3,2327.00
22017,2019-03-22,38,1,1721.00
22018,2019-03-22,7,2,2393.00
22019,2019-03-22,15,4,7664.00
22020,2019-03-22,33,2,3163.00
22021,2019-03-22,29,3,6960.00
22022,2019-03-22,4,4,3626.00
22023,2019-03-22,3,4,1553.00
22024,2019-03-22,51,4,4474.00
22025,2019-03-22,34,1,3516.00
22026,2019-03-22,17,5,3095.00
22027,2019-03-22,35,5,1029.00
22028,2019-03-22,1,5,3689.00
22029,2019-03-22,12,2,1873.00
22030,2019-03-22,34,5,4806.00
22031,2019-03-22,55,5,24.00
22032,2019-03-22,24,3,753.00
22033,2019-03-22,18,4,669.00
22034,2019-03-22,26,4,2015.00
22035,2019-03-22,55,3,6406.00
22036,2019-03-22,1,2,3094.00
22037,2019-03-22,2,5,3600.00
22038,2019-03-22,54,5,3626.00
22039,2019-03-22,22,1,7311.00
22040,2019-03-22,23,3,2432.00
22041,2019-03-22,13,1,5877.00
22042,2019-03-22,29,4,2742.00
22043,2019-03-22,52,4,2404.00
22044,2019-03-22,19,4,372.00
22045,2019-03-22,30,4,3429.00
22046,2019-03-22,33,5,4732.00
22047,2019-03-22,39,5,5248.00
22048,2019-03-22,51,5,1690.00
22049,2019-03-22,20,5,3198.00
22050,2019-03-22,12,1,4337.00
22051,2019-03-22,40,1,2100.00
22052,2019-03-22,43,2,4968.00
22053,2019-03-22,3,2,2086.00
22054,2019-03-22,46,5,6058.00
22055,2019-03-22,29,1,6415.00
22056,2019-03-22,14,2,2012.00
22057,2019-03-22,44,5,71.00
22058,2019-03-22,16,1,572.00
22059,2019-03-22,45,4,4581.00
22060,2019-03-22,54,1,7698.00
22061,2019-03-22,42,1,1640.00
22062,2019-03-22,18,5,3376.00
22063,2019-03-22,25,1,6271.00
22064,2019-03-22,31,5,1788.00
22065,2019-03-22,50,4,2639.00
22066,2019-03-22,37,3,2794.00
22067,2019-03-22,8,4,4803.00
22068,2019-03-22,12,3,4181.00
22069,2019-03-22,13,2,69.00
22070,2019-03-22,22,3,4560.00
22071,2019-03-22,54,2,4558.00
22072,2019-03-22,17,3,6930.00
22073,2019-03-22,25,5,6009.00
22074,2019-03-22,4,1,2644.00
22075,2019-03-22,47,1,7544.00
22076,2019-03-22,41,1,7504.00
22077,2019-03-22,28,3,3615.00
22078,2019-03-22,43,3,1527.00
22079,2019-03-22,36,4,3182.00
22080,2019-03-22,7,5,7606.00
22081,2019-03-22,32,3,2965.00
22082,2019-03-22,46,4,6182.00
22083,2019-03-22,10,5,2790.00
22084,2019-03-22,26,1,4233.00
22085,2019-03-22,7,1,6745.00
22086,2019-03-22,22,4,3152.00
22087,2019-03-22,30,3,2995.00
22088,2019-03-22,42,4,1674.00
22089,2019-03-22,33,3,2674.00
22090,2019-03-22,27,1,2054.00
22091,2019-03-22,18,3,4660.00
22092,2019-03-22,29,2,7754.00
22093,2019-03-22,18,2,33.00
22094,2019-03-22,48,4,7465.00
22095,2019-03-22,50,2,5079.00
22096,2019-03-22,47,3,4787.00
22097,2019-03-22,43,1,4328.00
22098,2019-03-22,11,1,3352.00
22099,2019-03-22,54,3,5629.00
22100,2019-03-22,26,2,2234.00
22101,2019-03-22,40,3,738.00
22102,2019-03-22,39,1,4545.00
22103,2019-03-22,49,1,2528.00
22104,2019-03-22,20,4,4342.00
22105,2019-03-22,37,1,5263.00
22106,2019-03-22,11,3,814.00
22107,2019-03-22,51,2,2466.00
22108,2019-03-22,55,1,7301.00
22109,2019-03-22,4,5,5394.00
22110,2019-03-22,2,1,6856.00
22111,2019-03-22,49,3,3715.00
22112,2019-03-22,47,2,6452.00
22113,2019-03-22,21,4,2537.00
22114,2019-03-22,35,1,2811.00
22115,2019-03-22,37,5,7485.00
22116,2019-03-22,16,3,1531.00
22117,2019-03-22,9,2,3017.00
22118,2019-03-22,48,2,7640.00
22119,2019-03-22,8,3,6361.00
22120,2019-03-22,51,1,3796.00
22121,2019-03-22,24,5,3564.00
22122,2019-03-22,27,4,398.00
22123,2019-03-22,28,4,1936.00
22124,2019-03-22,15,3,7978.00
22125,2019-03-22,8,1,4261.00
22126,2019-03-22,12,4,3099.00
22127,2019-03-22,31,4,790.00
22128,2019-03-22,19,1,33.00
22129,2019-03-22,52,3,7878.00
22130,2019-03-22,12,5,726.00
22131,2019-03-22,29,5,3419.00
22132,2019-03-22,1,4,7076.00
22133,2019-03-22,17,1,2017.00
22134,2019-03-22,43,5,7723.00
22135,2019-03-22,16,5,5757.00
22136,2019-03-22,52,5,5591.00
22137,2019-03-22,15,1,2330.00
22138,2019-03-22,16,4,258.00
22139,2019-03-22,50,3,5311.00
22140,2019-03-22,47,4,2165.00
22141,2019-03-22,17,2,4451.00
22142,2019-03-22,35,2,4831.00
22143,2019-03-22,14,4,1136.00
22144,2019-03-22,24,2,465.00
22145,2019-03-22,22,5,2431.00
22146,2019-03-22,19,3,3825.00
22147,2019-03-22,10,1,5855.00
22148,2019-03-22,2,4,4724.00
22149,2019-03-22,44,4,4835.00
22150,2019-03-22,13,3,2542.00
22151,2019-03-22,39,4,3362.00
22152,2019-03-22,21,5,2813.00
22153,2019-03-22,49,2,1062.00
22154,2019-03-22,23,2,5591.00
22155,2019-03-22,33,4,4200.00
22156,2019-03-22,11,2,7766.00
22157,2019-03-22,15,2,5394.00
22158,2019-03-22,27,3,5179.00
22159,2019-03-22,4,2,5871.00
22160,2019-03-22,21,2,2627.00
22161,2019-03-22,3,5,4290.00
22162,2019-03-22,42,2,2874.00
22163,2019-03-22,36,5,2381.00
22164,2019-03-22,42,5,4634.00
22165,2019-03-22,14,5,804.00
22166,2019-03-22,41,4,7459.00
22167,2019-03-22,7,3,7924.00
22168,2019-03-22,17,4,6031.00
22169,2019-03-22,38,2,3598.00
22170,2019-03-22,38,4,551.00
22171,2019-03-22,36,3,2395.00
22172,2019-03-22,5,3,7352.00
22173,2019-03-22,51,3,4888.00
22174,2019-03-22,13,4,6065.00
22175,2019-03-22,53,5,4627.00
22176,2019-03-22,53,2,4076.00
22177,2019-03-22,23,4,2934.00
22178,2019-03-22,41,5,4560.00
22179,2019-03-22,44,3,5571.00
22180,2019-03-22,25,2,7597.00
22181,2019-03-22,52,2,2256.00
22182,2019-03-22,31,3,80.00
22183,2019-03-22,23,1,5583.00
22184,2019-03-23,28,4,3934.00
22185,2019-03-23,23,2,3227.00
22186,2019-03-23,27,5,5776.00
22187,2019-03-23,9,1,5188.00
22188,2019-03-23,18,1,6417.00
22189,2019-03-23,37,1,3139.00
22190,2019-03-23,53,5,3349.00
22191,2019-03-23,40,2,6882.00
22192,2019-03-23,33,1,1800.00
22193,2019-03-23,22,1,2740.00
22194,2019-03-23,27,2,5689.00
22195,2019-03-23,46,5,4158.00
22196,2019-03-23,30,1,6939.00
22197,2019-03-23,11,4,5788.00
22198,2019-03-23,38,5,7742.00
22199,2019-03-23,34,2,5973.00
22200,2019-03-23,34,1,4302.00
22201,2019-03-23,50,2,6963.00
22202,2019-03-23,44,1,5605.00
22203,2019-03-23,2,2,4351.00
22204,2019-03-23,42,1,6521.00
22205,2019-03-23,37,4,2235.00
22206,2019-03-23,28,3,1699.00
22207,2019-03-23,1,1,3834.00
22208,2019-03-23,30,5,4581.00
22209,2019-03-23,24,2,7452.00
22210,2019-03-23,49,4,3114.00
22211,2019-03-23,7,3,3155.00
22212,2019-03-23,5,2,1044.00
22213,2019-03-23,39,5,2340.00
22214,2019-03-23,36,3,6825.00
22215,2019-03-23,53,2,5395.00
22216,2019-03-23,26,3,5511.00
22217,2019-03-23,21,4,1676.00
22218,2019-03-23,15,1,684.00
22219,2019-03-23,17,5,5994.00
22220,2019-03-23,24,5,2285.00
22221,2019-03-23,40,1,1329.00
22222,2019-03-23,17,1,3235.00
22223,2019-03-23,47,1,6875.00
22224,2019-03-23,1,4,4749.00
22225,2019-03-23,46,1,5554.00
22226,2019-03-23,15,5,6785.00
22227,2019-03-23,1,5,5077.00
22228,2019-03-23,41,5,3392.00
22229,2019-03-23,32,3,3182.00
22230,2019-03-23,16,5,7435.00
22231,2019-03-23,45,5,2905.00
22232,2019-03-23,3,4,2355.00
22233,2019-03-23,51,2,1053.00
22234,2019-03-23,30,2,2727.00
22235,2019-03-23,46,3,5213.00
22236,2019-03-23,55,1,6113.00
22237,2019-03-23,39,4,4776.00
22238,2019-03-23,38,2,5207.00
22239,2019-03-23,31,5,2967.00
22240,2019-03-23,39,1,7729.00
22241,2019-03-23,43,5,1168.00
22242,2019-03-23,13,5,7785.00
22243,2019-03-23,56,5,529.00
22244,2019-03-23,36,4,2063.00
22245,2019-03-23,30,4,5694.00
22246,2019-03-23,14,1,1305.00
22247,2019-03-23,16,2,1026.00
22248,2019-03-23,25,2,4656.00
22249,2019-03-23,2,1,1540.00
22250,2019-03-23,8,3,6430.00
22251,2019-03-23,9,2,7968.00
22252,2019-03-23,8,1,4514.00
22253,2019-03-23,21,1,7389.00
22254,2019-03-23,55,4,2444.00
22255,2019-03-23,52,5,5556.00
22256,2019-03-23,5,4,6110.00
22257,2019-03-23,48,5,3237.00
22258,2019-03-23,13,3,7221.00
22259,2019-03-23,23,1,3880.00
22260,2019-03-23,1,3,3496.00
22261,2019-03-23,12,2,1941.00
22262,2019-03-23,45,3,1941.00
22263,2019-03-23,29,4,5266.00
22264,2019-03-23,7,5,3739.00
22265,2019-03-23,54,1,2895.00
22266,2019-03-23,46,4,7161.00
22267,2019-03-23,35,3,3800.00
22268,2019-03-23,49,5,7713.00
22269,2019-03-23,14,4,2198.00
22270,2019-03-23,18,3,5862.00
22271,2019-03-23,35,2,5928.00
22272,2019-03-23,50,1,2082.00
22273,2019-03-23,45,1,1645.00
22274,2019-03-23,16,3,1902.00
22275,2019-03-23,24,4,3879.00
22276,2019-03-23,30,3,1989.00
22277,2019-03-23,42,3,3654.00
22278,2019-03-23,15,3,6043.00
22279,2019-03-23,33,4,2985.00
22280,2019-03-23,25,4,3691.00
22281,2019-03-23,18,2,5246.00
22282,2019-03-23,19,2,471.00
22283,2019-03-23,17,2,2579.00
22284,2019-03-23,43,4,3242.00
22285,2019-03-23,37,2,6560.00
22286,2019-03-23,27,1,7602.00
22287,2019-03-23,7,2,7676.00
22288,2019-03-23,48,1,5526.00
22289,2019-03-23,50,5,5799.00
22290,2019-03-23,33,2,902.00
22291,2019-03-23,14,2,3205.00
22292,2019-03-23,32,5,4103.00
22293,2019-03-23,18,4,4479.00
22294,2019-03-23,53,1,5648.00
22295,2019-03-23,43,1,6990.00
22296,2019-03-23,46,2,6470.00
22297,2019-03-23,34,5,272.00
22298,2019-03-23,28,1,379.00
22299,2019-03-23,29,5,1187.00
22300,2019-03-23,3,3,4637.00
22301,2019-03-23,4,1,5948.00
22302,2019-03-23,33,5,5470.00
22303,2019-03-23,2,5,1901.00
22304,2019-03-23,11,5,3803.00
22305,2019-03-23,55,2,84.00
22306,2019-03-23,21,5,5820.00
22307,2019-03-23,51,1,4294.00
22308,2019-03-23,53,3,1611.00
22309,2019-03-23,36,1,4128.00
22310,2019-03-23,22,3,3520.00
22311,2019-03-23,47,5,979.00
22312,2019-03-23,29,3,6687.00
22313,2019-03-23,20,2,4492.00
22314,2019-03-23,45,4,1571.00
22315,2019-03-23,48,4,5487.00
22316,2019-03-23,37,5,322.00
22317,2019-03-23,8,5,7552.00
22318,2019-03-23,52,4,3350.00
22319,2019-03-23,54,4,3808.00
22320,2019-03-23,21,2,324.00
22321,2019-03-23,41,2,6914.00
22322,2019-03-23,26,5,6372.00
22323,2019-03-23,10,2,1586.00
22324,2019-03-23,7,4,1005.00
22325,2019-03-23,38,3,2650.00
22326,2019-03-23,49,3,6173.00
22327,2019-03-23,19,5,3737.00
22328,2019-03-23,52,1,1519.00
22329,2019-03-23,54,2,2430.00
22330,2019-03-23,22,4,5399.00
22331,2019-03-23,19,3,2855.00
22332,2019-03-23,19,4,5844.00
22333,2019-03-23,6,2,4365.00
22334,2019-03-23,35,4,4215.00
22335,2019-03-23,28,2,2960.00
22336,2019-03-23,22,2,502.00
22337,2019-03-23,23,4,3135.00
22338,2019-03-23,29,1,1384.00
22339,2019-03-23,14,5,4724.00
22340,2019-03-23,13,1,6775.00
22341,2019-03-23,51,3,4041.00
22342,2019-03-23,11,3,3719.00
22343,2019-03-23,31,2,724.00
22344,2019-03-23,13,2,1654.00
22345,2019-03-23,55,3,1298.00
22346,2019-03-23,26,2,7646.00
22347,2019-03-23,16,1,3133.00
22348,2019-03-23,47,2,347.00
22349,2019-03-23,10,4,210.00
22350,2019-03-23,9,5,7303.00
22351,2019-03-23,15,4,4717.00
22352,2019-03-23,8,4,6141.00
22353,2019-03-23,11,2,6824.00
22354,2019-03-23,56,1,1518.00
22355,2019-03-23,1,2,5200.00
22356,2019-03-23,39,3,820.00
22357,2019-03-23,27,4,5767.00
22358,2019-03-23,6,1,844.00
22359,2019-03-23,41,1,3144.00
22360,2019-03-23,10,1,914.00
22361,2019-03-23,35,1,7315.00
22362,2019-03-23,35,5,3659.00
22363,2019-03-23,17,4,7231.00
22364,2019-03-23,19,1,658.00
22365,2019-03-23,34,4,3048.00
22366,2019-03-23,55,5,4181.00
22367,2019-03-23,20,3,6516.00
22368,2019-03-23,38,4,7019.00
22369,2019-03-23,4,4,4199.00
22370,2019-03-23,5,5,3731.00
22371,2019-03-23,6,4,6112.00
22372,2019-03-23,34,3,1348.00
22373,2019-03-23,31,1,353.00
22374,2019-03-23,14,3,5630.00
22375,2019-03-23,45,2,661.00
22376,2019-03-23,5,3,4588.00
22377,2019-03-23,26,1,271.00
22378,2019-03-23,8,2,6750.00
22379,2019-03-23,31,4,5638.00
22380,2019-03-23,25,3,1318.00
22381,2019-03-23,42,2,6149.00
22382,2019-03-23,32,4,1361.00
22383,2019-03-23,44,4,3251.00
22384,2019-03-23,7,1,400.00
22385,2019-03-23,42,5,1792.00
22386,2019-03-23,48,3,5672.00
22387,2019-03-23,12,4,7191.00
22388,2019-03-23,18,5,1776.00
22389,2019-03-23,49,1,4634.00
22390,2019-03-23,48,2,5459.00
22391,2019-03-23,32,2,795.00
22392,2019-03-23,9,4,5617.00
22393,2019-03-23,36,5,4360.00
22394,2019-03-23,41,3,3604.00
22395,2019-03-23,33,3,5659.00
22396,2019-03-23,22,5,7408.00
22397,2019-03-23,12,3,1816.00
22398,2019-03-23,29,2,4818.00
22399,2019-03-23,52,3,255.00
22400,2019-03-23,3,5,7791.00
22401,2019-03-23,37,3,369.00
22402,2019-03-23,13,4,3848.00
22403,2019-03-23,44,5,5131.00
22404,2019-03-23,6,5,7747.00
22405,2019-03-23,39,2,1542.00
22406,2019-03-23,24,3,6864.00
22407,2019-03-23,26,4,1292.00
22408,2019-03-23,12,5,6800.00
22409,2019-03-23,56,2,2495.00
22410,2019-03-23,21,3,2164.00
22411,2019-03-23,20,5,694.00
22412,2019-03-23,3,2,5288.00
22413,2019-03-23,50,3,7630.00
22414,2019-03-23,24,1,7391.00
22415,2019-03-23,15,2,4302.00
22416,2019-03-23,10,5,1387.00
22417,2019-03-23,4,2,1472.00
22418,2019-03-23,12,1,1440.00
22419,2019-03-23,5,1,5025.00
22420,2019-03-23,2,4,1208.00
22421,2019-03-23,28,5,7760.00
22422,2019-03-23,38,1,4006.00
22423,2019-03-23,53,4,2987.00
22424,2019-03-23,56,3,4499.00
22425,2019-03-23,51,5,6939.00
22426,2019-03-23,50,4,4553.00
22427,2019-03-23,44,2,407.00
22428,2019-03-23,6,3,4659.00
22429,2019-03-23,4,5,2528.00
22430,2019-03-23,17,3,3451.00
22431,2019-03-23,40,5,4159.00
22432,2019-03-23,2,3,785.00
22433,2019-03-23,11,1,1851.00
22434,2019-03-23,52,2,6919.00
22435,2019-03-23,36,2,7756.00
22436,2019-03-23,23,5,2641.00
22437,2019-03-23,20,1,5156.00
22438,2019-03-23,40,3,6857.00
22439,2019-03-23,25,1,359.00
22440,2019-03-23,54,3,6225.00
22441,2019-03-23,9,3,7167.00
22442,2019-03-23,44,3,3702.00
22443,2019-03-23,25,5,7512.00
22444,2019-03-23,49,2,7269.00
22445,2019-03-23,40,4,7146.00
22446,2019-03-23,16,4,6134.00
22447,2019-03-23,32,1,6116.00
22448,2019-03-23,23,3,1498.00
22449,2019-03-23,3,1,6189.00
22450,2019-03-23,51,4,2515.00
22451,2019-03-23,10,3,7677.00
22452,2019-03-23,47,4,7594.00
22453,2019-03-23,43,3,6339.00
22454,2019-03-23,4,3,4883.00
22455,2019-03-23,42,4,7237.00
22456,2019-03-23,56,4,6911.00
22457,2019-03-23,31,3,7699.00
22458,2019-03-23,54,5,5792.00
22459,2019-03-23,27,3,2698.00
22460,2019-03-23,20,4,2361.00
22461,2019-03-24,24,2,2792.00
22462,2019-03-24,55,1,3853.00
22463,2019-03-24,30,4,5957.00
